,Titulo,action,adventure,mistery,comedy,family,sciFi,fantasy,animation,horror,thriller,drama,biography,music,western,war,crime,romance,sport,musical
865,Horns,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
866,Indignation,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
867,The Stanford Prison Experiment,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
868,Diary of a Wimpy Kid: Rodrick Rules,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,Mission: Impossible III,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
870,En man som heter Ove,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
871,Dragonball Evolution,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
872,Red Dawn,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
873,One Day,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
874,Life as We Know It,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
875,28 Weeks Later,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
876,Warm Bodies,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
877,Blue Jasmine,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
878,G.I. Joe: Retaliation,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
879,Wrath of the Titans,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
880,Shin Gojira,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
881,Saving Mr. Banks,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
882,Transcendence,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
883,Rio,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
884,Equals,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
885,Babel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
886,The Tree of Life,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
887,The Lucky One,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
888,Piranha 3D,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
889,50/50,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
890,The Intent,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
891,This Is 40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
892,Real Steel,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
893,Sex and the City,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
894,Rambo,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
895,Planet Terror,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
896,Concussion,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
897,The Fall,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
898,The Ugly Truth,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
899,Bride Wars,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
900,Sleeping with Other People,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
901,Snakes on a Plane,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
902,What If,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
903,How to Train Your Dragon 2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
904,RoboCop,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
905,In Dubious Battle,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
906,"Hello, My Name Is Doris",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
907,Ocean's Thirteen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
908,Slither,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
909,Contagion,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
910,Il racconto dei racconti - Tale of Tales,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
911,I Am the Pretty Thing That Lives in the House,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
912,Bridge to Terabithia,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
913,Coherence,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
914,Notorious,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
915,Goksung,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
916,The Expendables 2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
917,The Girl Next Door,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
918,Perfume: The Story of a Murderer,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
919,The Golden Compass,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
920,Centurion,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
921,Scouts Guide to the Zombie Apocalypse,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
922,17 Again,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
923,No Escape,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
924,Superman Returns,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
925,The Twilight Saga: Breaking Dawn - Part 1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
926,Precious,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
927,The Sea of Trees,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
928,Good Kids,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
929,The Master,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
930,Footloose,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
931,If I Stay,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
932,The Ticket,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
933,Detour,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
934,The Love Witch,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
935,Talladega Nights: The Ballad of Ricky Bobby,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
936,The Human Centipede (First Sequence),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
937,Super,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
938,The Siege of Jadotville,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
939,Up in the Air,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
940,The Midnight Meat Train,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
941,The Twilight Saga: Eclipse,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
942,Transpecos,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
943,What's Your Number?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
944,Riddick,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
945,Triangle,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
946,The Butler,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
947,King Cobra,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
948,After Earth,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
949,Kicks,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,Me and Earl and the Dying Girl,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
951,The Descendants,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
952,Sex and the City 2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
953,The Kings of Summer,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
954,Death Race,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
955,That Awkward Moment,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
956,Legion,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
957,End of Watch,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
958,3 Days to Kill,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
959,Lucky Number Slevin,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
960,Trance,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
961,Into the Forest,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
962,The Other Boleyn Girl,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
963,I Spit on Your Grave,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
964,Custody,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
965,Inland Empire,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
966,L'odyssée,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
967,The Walk,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
968,Wrecker,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
969,The Lone Ranger,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
970,Texas Chainsaw 3D,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
971,Disturbia,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
972,Rock of Ages,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
973,Scream 4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
974,Queen of Katwe,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
975,My Big Fat Greek Wedding 2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
976,Dark Places,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
977,Amateur Night,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978,It's Only the End of the World,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
979,The Skin I Live In,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
980,Miracles from Heaven,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
981,Annie,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
982,Across the Universe,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
983,Let's Be Cops,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
984,Max,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
985,Your Highness,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
986,Final Destination 5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
987,Endless Love,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
988,Martyrs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
989,Selma,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
990,Underworld: Rise of the Lycans,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
991,Taare Zameen Par,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
992,Take Me Home Tonight,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
993,Resident Evil: Afterlife,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
994,Project X,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995,Secret in Their Eyes,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
996,Hostel: Part II,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
997,Step Up 2: The Streets,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
998,Search Party,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,Nine Lives,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
